"length_inf_cm","length_type","k_1_over_y","t_not_years","sex","m_1_over_y","temperature","l_m","theta","country","locality","questionable","captive","species","family","data_type"
48.8,"TL",0.24,-0.77,"",NA,19,NA,2.76,"France","Gulf of Lion","No","No","Solea solea","Soleidae","annuli on many otoliths"
49.8,"TL",0.13,NA,"",NA,13,24.4,2.51,"UK","Celtic Sea","No","No","Solea solea","Soleidae","&nbsp"
53.8,"TL",0.16,NA,"M",NA,19,NA,2.67,"France","Gulf of Lion","No","No","Solea solea","Soleidae","annuli on many otoliths"
550,"TL",0.008,-10.7,"FALSE",NA,NA,NA,3.36,"Greenland",NA,"No","No","Somniosus microcephalus","Somniosidae","others"
65.3,"TL",0.27,NA,NA,NA,20,NA,3.06,"Argentina","Puerto Sánchez, Rio Paraná","No","No","Sorubim lima","Pimelodidae","length-frequencies"
80,"",0.384,0.11,NA,NA,NA,NA,3.39,"",NA,"No","No","Sparidentex hasta","Sparidae","&nbsp"
80.6,"TL",0.384,NA,NA,0.39,24,NA,3.4,"Kuwait",NA,"No","No","Sparidentex hasta","Sparidae","annuli on many otoliths"
81.9,"TL",0.278,-0.55,NA,0.39,26,NA,3.27,"Kuwait",NA,"No","No","Sparidentex hasta","Sparidae","annuli on many otoliths"
10.1,"SL",1.828,NA,NA,NA,NA,NA,2.27,"Panama","San Blas (southwestern Caribbean)","No","No","Sparisoma atomarium","Scaridae","annuli on many otoliths"
17.8,"SL",0.669,NA,NA,NA,NA,NA,2.33,"Panama","San Blas (southwestern Caribbean)","No","No","Sparisoma aurofrenatum","Scaridae","annuli on many otoliths"
26,"",0.2,NA,NA,NA,27.2,NA,2.13,"","Caribbean","No","No","Sparisoma aurofrenatum","Scaridae","&nbsp"
25.8,"SL",0.627,NA,NA,NA,NA,NA,2.62,"Panama","San Blas (southwestern Caribbean)","No","No","Sparisoma chrysopterum","Scaridae","annuli on many otoliths"
41.8,"FL",0.782,NA,NA,NA,28.2,NA,3.14,"Virgin Is. (UK)","","No","No","Sparisoma chrysopterum","Scaridae","tagging/recapture"
35.1,"TL",0.298,-0.6,NA,NA,NA,NA,2.56,"Croatia","Southern-Middle Adriatic Sea","No","No","Sparisoma cretense","Scaridae","scale annual rings"
38.9,"TL",0.16,1.03,NA,NA,19,NA,2.38,"Greece","Dodeckanisos","Yes","No","Sparisoma cretense","Scaridae","scale annual rings"
32.3,"TL",0.44,-0.23,"F",NA,NA,17.6,2.66,"Brazil","Itamaracá Island (Pernambuco)","No","No","Sparisoma frondosum","Scaridae","annuli on many otoliths"
39.7,"TL",0.22,-1.63,"M",NA,NA,NA,2.54,"Brazil","Itamaracá Island (Pernambuco)","No","No","Sparisoma frondosum","Scaridae","annuli on many otoliths"
23.5,"SL",0.811,NA,NA,NA,NA,NA,2.65,"Panama","San Blas (southwestern Caribbean)","No","No","Sparisoma rubripinne","Scaridae","annuli on many otoliths"
46.5,"FL",0.584,NA,NA,NA,28.2,NA,3.1,"Virgin Is. (UK)","","No","No","Sparisoma rubripinne","Scaridae","tagging/recapture"
25.2,"SL",0.993,NA,NA,NA,NA,NA,2.8,"St Helena","St. Helena Is.","No","No","Sparisoma strigatum","Scaridae","annuli on many otoliths"
26.4,"SL",0.82,-0.05,NA,0.39,28.1,NA,2.76,"Panama","San Blas Archipelago","No","No","Sparisoma viride","Scaridae","annuli on many otoliths"
27.5,"SL",0.71,-0.05,NA,NA,27.6,NA,2.73,"Barbados","","No","No","Sparisoma viride","Scaridae","annuli on many otoliths"
28,"SL",0.559,NA,NA,NA,NA,NA,2.64,"Panama","San Blas (southwestern Caribbean)","No","No","Sparisoma viride","Scaridae","annuli on many otoliths"
28.1,"SL",0.6,-0.06,NA,0.24,27.2,NA,2.68,"Venezuela","Los Roques Archipelago","No","No","Sparisoma viride","Scaridae","annuli on many otoliths"
29,"FL",0.963,NA,NA,NA,28,NA,2.91,"Virgin Is. (US)","St. John","No","No","Sparisoma viride","Scaridae","tagging/recapture"
35.7,"SL",0.45,-0.06,NA,0.33,26.7,NA,2.76,"Bahamas","Lee Stocking Island","No","No","Sparisoma viride","Scaridae","annuli on many otoliths"
35.7,"SL",0.458,NA,NA,NA,NA,NA,2.77,"Bahamas","Lee Stocking Is.","No","No","Sparisoma viride","Scaridae","annuli on many otoliths"
102,"FL",0.09,0.71,NA,0.17,21,35,2.97,"South Africa","Eastern Cape","Yes","No","Sparodon durbanensis","Sparidae","annuli on many otoliths"
30.8,"TL",0.678,-1.37,NA,NA,NA,NA,2.81,"Egypt","Bardawil Lagoon","No","No","Sparus aurata","Sparidae","&nbsp"
45.5,"TL",0.37,NA,NA,0.5,17.2,NA,2.88,"France","Sète","No","No","Sparus aurata","Sparidae","&nbsp"
46.7,"FL",0.21,NA,NA,0.23,17,NA,2.66,"Tunisia","","No","No","Sparus aurata","Sparidae","&nbsp"
49.7,"",0.314,NA,NA,NA,17.4,NA,2.89,"France","Sète, Gulf of Lion","No","No","Sparus aurata","Sparidae","&nbsp"
53.9,"TL",0.26,-0.74,NA,NA,19,NA,2.88,"France","off Sète","No","No","Sparus aurata","Sparidae","&nbsp"
53.9,"TL",0.25,NA,NA,0.5,17.2,NA,2.86,"France","Sète","No","No","Sparus aurata","Sparidae","&nbsp"
55.3,"TL",0.513,-0.28,NA,NA,NA,32.6,3.2,"Algeria","Mellah Lagoon","No","No","Sparus aurata","Sparidae","scale annual rings"
57.7,"TL",0.27,NA,NA,0.5,19,NA,2.95,"France","Sète","No","No","Sparus aurata","Sparidae","&nbsp"
59.1,"TL",0.275,-0.26,NA,NA,16,NA,2.98,"France","Etang de Thau","No","No","Sparus aurata","Sparidae","&nbsp"
62.2,"TL",0.171,-0.63,NA,NA,NA,NA,2.82,"Spain","Catalan Sea","No","No","Sparus aurata","Sparidae","scale annual rings"
76,"TL",0.13,-1.22,NA,NA,19,NA,2.88,"France","off Sète, Gulf of Lion","No","No","Sparus aurata","Sparidae","&nbsp"
84.5,"TL",0.13,-1.59,NA,NA,24,NA,2.97,"Spain","Cadiz, fish ponds","No","Yes","Sparus aurata","Sparidae","scale annual rings"
86,"TL",0.23,-0.55,NA,NA,NA,NA,3.23,"India","Nagarjunasagar Reservoir","No","No","Sperata aor","Bagridae","other annual rings"
24.5,"TL",0.62,NA,"M",NA,15,NA,2.57,"USA",NA,"No","No","Sphoeroides maculatus","Tetraodontidae","&nbsp"
28.2,"TL",0.607,NA,"F",NA,15,NA,2.68,"USA",NA,"No","No","Sphoeroides maculatus","Tetraodontidae","&nbsp"
29.5,"TL",0.77,NA,NA,NA,NA,NA,2.83,"Mexico","La Carbonera lagoon, Yucatan (21°13? - 21°14?N; 89°52? - 89°54?W)","No","No","Sphoeroides testudineus","Tetraodontidae","length-frequencies"
30,"TL",0.51,NA,NA,NA,25.4,NA,2.66,"USA","Biscayne Bay, Florida","No","No","Sphoeroides testudineus","Tetraodontidae","length-frequencies"
140,"TL",0.139,-1.58,NA,0.39,18,NA,3.44,"USA","off Los Angeles","No","No","Sphyraena argentea","Sphyraenidae","&nbsp"
134,"FL",0.171,NA,"",NA,21,NA,3.49,"South Africa","","No","No","Sphyraena barracuda","Sphyraenidae","&nbsp"
156,"TL",0.113,NA,"F",NA,25,74,3.44,"USA","Florida","No","No","Sphyraena barracuda","Sphyraenidae","&nbsp"
178,"TL",0.087,NA,"M",NA,25,NA,3.44,"USA","Florida","No","No","Sphyraena barracuda","Sphyraenidae","&nbsp"
25,"TL",0.585,-1.13,NA,NA,NA,NA,2.56,"Egypt","Alexandria","No","No","Sphyraena chrysotaenia","Sphyraenidae","&nbsp"
27.1,"TL",0.39,-1.41,NA,NA,NA,NA,2.46,"Egypt","Alexandria","No","No","Sphyraena chrysotaenia","Sphyraenidae","annuli on many otoliths"
44.6,"TL",0.296,-0.82,NA,NA,NA,NA,2.77,"Egypt","Alexandria","No","No","Sphyraena flavicauda","Sphyraenidae","annuli on many otoliths"
41,"TL",1.52,NA,NA,NA,29,NA,3.41,"Malaysia","Peninsular east coast","Yes","No","Sphyraena jello","Sphyraenidae","length-frequencies"
148,"FL",0.1,0.01,NA,NA,29,NA,3.34,"Yemen","Gulf of Aden","No","No","Sphyraena jello","Sphyraenidae","other annual rings"
30,"FL",0.65,NA,NA,NA,28.7,NA,2.77,"Philippines","Visayas","No","No","Sphyraena obtusata","Sphyraenidae","length-frequencies"
34.2,"TL",0.71,NA,NA,NA,27,NA,2.92,"India","Cochin","No","No","Sphyraena obtusata","Sphyraenidae","length-frequencies"
39.5,"TL",0.62,NA,NA,NA,18,NA,2.99,"India","Gulf of Mannar","No","No","Sphyraena obtusata","Sphyraenidae","length-frequencies"
40,"TL",0.5,NA,NA,NA,18,NA,2.9,"India","Gulf of Mannar","No","No","Sphyraena obtusata","Sphyraenidae","length-frequencies"
54.6,"TL",0.96,NA,NA,NA,29,NA,3.46,"Malaysia","Peninsular east coast","No","No","Sphyraena obtusata","Sphyraenidae","length-frequencies"
30.5,"FL",0.433,-3.39,"M",NA,NA,NA,2.61,"Japan","Kagoshima Bay, southern Japan","No","No","Sphyraena pinguis","Sphyraenidae","annuli on many otoliths"
33.8,"FL",0.421,-2.97,"F",NA,NA,NA,2.68,"Japan","Kagoshima Bay, southern Japan","No","No","Sphyraena pinguis","Sphyraenidae","annuli on many otoliths"
69.2,"SL",0.373,NA,NA,NA,24,NA,3.25,"New Caledonia",NA,"No","No","Sphyraena putnamae","Sphyraenidae","annuli on many otoliths"
55.3,"TL",0.123,-3.25,NA,NA,NA,NA,2.58,"Egypt","Alexandria","No","No","Sphyraena sphyraena","Sphyraenidae","annuli on many otoliths"
100.6,"TL",0.089,-0.83,NA,NA,NA,NA,2.95,"Egypt","Alexandria","No","No","Sphyraena viridensis","Sphyraenidae","annuli on many otoliths"
185,"FL",0.11,-1.68,"M",NA,15,NA,3.58,"USA","Western North Atlantic","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
231,"FL",0.09,-1.23,"F",0.13,15,NA,3.68,"USA","Western North Atlantic","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
320,"TL",0.249,-0.41,"F",NA,22,210,4.41,"Taiwan","off Northeastern waters","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
321,"TL",0.222,-0.75,"M",NA,22,198,4.36,"Taiwan","off Northeastern waters","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
329,"TL",0.073,-2.2,"",NA,26,NA,3.9,"USA","off Mississippi River to Brownsville, Texas","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
329.1,"TL",0.071,-2.37,"",NA,NA,NA,3.89,"Brazil","Southern and southeastern regions","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
336,"TL",0.054,-3.63,"",NA,25,NA,3.79,"USA","Atlantic coast","No","No","Sphyrna lewini","Sphyrnidae","other annual rings"
78.2,"FL",0.29,-1.43,"M",NA,NA,61.8,3.25,"USA","Onslow Bay, North Carolina to West Palm Beach, Florida","No","No","Sphyrna tiburo","Sphyrnidae","other annual rings"
89.7,"TL",0.69,-0.04,"M",NA,26,NA,3.74,"USA","Northwest Florida","Yes","No","Sphyrna tiburo","Sphyrnidae","other annual rings"
103,"TL",0.37,-0.6,"F",0.37,26,82.5,3.59,"USA","Florida Bay","No","No","Sphyrna tiburo","Sphyrnidae","other annual rings"
104,"FL",0.18,-1.64,"F",NA,NA,81.9,3.29,"USA","Onslow Bay, North Carolina to West Palm Beach, Florida","No","No","Sphyrna tiburo","Sphyrnidae","other annual rings"
115,"TL",0.34,-1.1,"F",NA,26,87.5,3.65,"USA","Tampa Bay, Florida","No","No","Sphyrna tiburo","Sphyrnidae","other annual rings"
119,"FL",0.17,NA,"",NA,26,NA,3.38,"Mexico","Yucatán","No","No","Sphyrna tiburo","Sphyrnidae","length-frequencies"
123,"TL",0.28,-0.79,"F",NA,26,NA,3.63,"USA","Northwest Florida","No","No","Sphyrna tiburo","Sphyrnidae","other annual rings"
12.2,"TL",0.484,-0.31,"F",NA,NA,NA,1.86,"France","Thau","No","No","Spicara maena","Sparidae","&nbsp"
15.1,"TL",0.489,-0.3,"M",NA,NA,NA,2.05,"France","Thau","No","No","Spicara maena","Sparidae","&nbsp"
17.1,"FL",0.24,-3.95,"M",NA,19,NA,1.85,"Greece","Patraikos Gulf","No","No","Spicara maena","Sparidae","annuli on many otoliths"
17.1,"FL",0.314,-0.64,"F",NA,NA,NA,1.96,"Turkey","Izmir Bay","No","No","Spicara maena","Sparidae","annuli on many otoliths"
17.3,"FL",0.23,-3.41,"F",NA,19,9.1,1.84,"Greece","Patraikos Gulf","No","No","Spicara maena","Sparidae","annuli on many otoliths"
18.3,"FL",0.247,-2.63,"M",NA,NA,NA,1.92,"Turkey","Izmir Bay","No","No","Spicara maena","Sparidae","annuli on many otoliths"
21.7,"TL",0.385,-0.14,"",NA,NA,NA,2.26,"Turkey","Babadillimani Bight (33°23´36´´-33°32´57´´N; 36°07´00´´-36°09´39´´E)","No","No","Spicara maena","Sparidae","annuli on many otoliths"
22,"TL",0.255,-1.17,"",NA,NA,NA,2.09,"Turkey","Izmir Bay, central Aegean Sea, 2004-2007","No","No","Spicara maena","Sparidae","annuli on many otoliths"
23.8,"TL",0.198,-2.32,"F",NA,NA,NA,2.05,"Egypt","Alexandria","No","No","Spicara maena","Sparidae","annuli on many otoliths"
24.7,"FL",0.165,-0.97,"",NA,NA,NA,2,"Tunisia","Tunisian coasts","No","No","Spicara maena","Sparidae","scale annual rings"
26.3,"TL",0.179,-2.29,"M",NA,NA,NA,2.09,"Egypt","Alexandria","No","No","Spicara maena","Sparidae","annuli on many otoliths"
12.8,"FL",0.921,-0.22,"F",NA,14,NA,2.18,"Greece","off Iraklion (1988-89) and Crete (1988-90)","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
13.8,"TL",0.498,-0.57,"F",NA,NA,NA,1.98,"Turkey","Babad lliman Bight","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
14.5,"TL",0.851,-0.09,"M",NA,NA,NA,2.25,"Turkey","Babad lliman Bight","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
15.2,"TL",3.066,0.08,"F",NA,14,8.9,2.85,"Greece","Saronikos Gulf, Athens","Yes","No","Spicara smaris","Sparidae","annuli on many otoliths"
17.4,"TL",0.872,-0.04,"M",NA,19,NA,2.42,"Egypt","Alexandria","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
17.6,"TL",0.232,-1.15,"F",NA,14,9.1,1.86,"Greece","Crete","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
18.7,"TL",0.929,-0.32,"",NA,14,NA,2.51,"Greece","Saronikos Gulf, Athens","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
19.2,"FL",0.154,-3.52,"M",NA,14,NA,1.75,"Greece","off Iraklion (1988-89) and Crete (1988-90)","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
19.6,"TL",0.233,-1.97,"M",NA,14,NA,1.95,"Greece","Crete","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
20.1,"TL",0.44,-0.01,"",NA,NA,NA,2.25,"Turkey","eastern Black Sea","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
21,"TL",0.218,-1.79,"",NA,14,NA,1.98,"Italy","Adriatic Sea","No","No","Spicara smaris","Sparidae","&nbsp"
21,"TL",0.215,-2.71,"F",NA,19,NA,1.98,"Egypt","Alexandria","Yes","No","Spicara smaris","Sparidae","annuli on many otoliths"
22.2,"TL",0.24,-1,"",NA,19,NA,2.07,"Cyprus","","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
22.8,"TL",0.277,-0.79,"",NA,15.6,NA,2.16,"Croatia","eastern Adriatic Sea","No","No","Spicara smaris","Sparidae","scale annual rings"
23,"TL",0.75,NA,"",0.87,14,NA,2.6,"Greece","Gulf of Saronikos, Athens","No","No","Spicara smaris","Sparidae","length-frequencies"
23.3,"",0.5,NA,"F",NA,19,NA,2.43,"France","Gulf of Marseille","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
24.8,"",0.89,NA,"M",NA,19,NA,2.74,"France","Gulf of Marseille","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
27.4,"TL",0.193,-0.24,"M",NA,NA,NA,2.16,"Turkey","Eastern Black Sea","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
33.5,"TL",0.125,-0.28,"F",NA,NA,NA,2.15,"Turkey","Eastern Black Sea","No","No","Spicara smaris","Sparidae","annuli on many otoliths"
17.3,"TL",1.78,NA,NA,NA,8.2,NA,2.73,"Germany","Kiel Bight, eelgrass beds","Yes","No","Spinachia spinachia","Gasterosteidae","&nbsp"
19,"FL",0.43,-0.72,NA,NA,NA,NA,2.19,"USA","Washington and California","No","No","Spirinchus thaleichthys","Osmeridae","&nbsp"
33.5,"TL",0.52,-0.04,NA,NA,NA,19.3,2.77,"Algeria","Eastern coasts, Gulf of Annaba, Jan-Dec 2008","No","No","Spondyliosoma cantharus","Sparidae","annuli on many otoliths"
34.5,"TL",0.21,-1.22,NA,NA,NA,NA,2.4,"Portugal","Southern coasts","No","No","Spondyliosoma cantharus","Sparidae","scale annual rings"
35.2,"TL",0.3,-0.81,NA,NA,NA,NA,2.57,"UK","West English Channel","No","No","Spondyliosoma cantharus","Sparidae","scale annual rings"
35.7,"TL",0.144,-1.43,NA,NA,NA,NA,2.26,"Tunisia","Gulf of Gabes","No","No","Spondyliosoma cantharus","Sparidae","scale annual rings"
38.6,"TL",0.1,-1.14,NA,NA,NA,NA,2.17,"Tunisia","Gulf of Tunis","No","No","Spondyliosoma cantharus","Sparidae","annuli on many otoliths"
42.2,"TL",0.2,-1.41,NA,NA,NA,NA,2.55,"UK","English Channel","No","No","Spondyliosoma cantharus","Sparidae","scale annual rings"
43.4,"TL",0.24,-0.11,NA,NA,NA,22.7,2.66,"Canary Is.","Canary Islands","No","No","Spondyliosoma cantharus","Sparidae","annuli on many otoliths"
47.7,"TL",0.178,-0.27,NA,NA,NA,NA,2.61,"Croatia","E. middle Adriatic","No","No","Spondyliosoma cantharus","Sparidae","scale annual rings"
52,"FL",0.3,NA,NA,NA,17.5,15.2,2.91,"Morocco","Western Sahara region, 21-26°N, 0-100 m depth","No","No","Spondyliosoma cantharus","Sparidae","length-frequencies"
4.9,"SL",7.1,NA,NA,NA,30.4,NA,2.23,"Australia","Groote Eylandt","Yes","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
5.9,"SL",11.4,NA,NA,NA,24.8,NA,2.6,"Australia","Townsville, Nov.","Yes","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
6.5,"SL",7.4,NA,NA,NA,28.5,NA,2.5,"Australia","Lizard Island","Yes","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
6.6,"",4.6,NA,NA,NA,30.1,NA,2.3,"Solomon Is.","Munda","No","No","Spratelloides delicatulus","Clupeidae","length-frequencies"
6.7,"SL",8.5,NA,NA,NA,26,NA,2.58,"Australia","Townsville, Dec.","Yes","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
7.1,"",4.5,NA,NA,NA,30.7,NA,2.36,"Solomon Is.","Vonavona","No","No","Spratelloides delicatulus","Clupeidae","length-frequencies"
7.2,"SL",5.1,NA,NA,NA,29.9,NA,2.42,"Kiribati","Butaritari","No","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
7.3,"SL",4.58,-0.02,NA,NA,27.3,NA,2.39,"Fiji","Vanua Levu","No","No","Spratelloides delicatulus","Clupeidae","daily otolith rings"
7.5,"",4.38,NA,NA,NA,27.3,NA,2.39,"Fiji","","No","No","Spratelloides delicatulus","Clupeidae","length-frequencies"
7.5,"SL",12.2,NA,NA,NA,27.1,NA,2.84,"Australia","Townsville, Jan.","Yes","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
7.6,"SL",4.5,NA,NA,NA,30.7,NA,2.41,"Solomon Is.","Vonavona","No","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
8,"SL",2.7,NA,NA,NA,30,NA,2.24,"Maldives","Maniyafushi","No","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
8.6,"SL",3.3,NA,NA,NA,30.1,NA,2.39,"Solomon Is.","Munda","No","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
9.3,"SL",3.4,NA,NA,NA,30.3,NA,2.47,"Kiribati","Tarawa","No","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
10.5,"SL",3.1,NA,NA,NA,29.2,NA,2.53,"Solomon Is.","Tulagi","Yes","No","Spratelloides delicatulus","Clupeidae","annuli on many otoliths"
4.2,"SL",6.2,NA,NA,NA,29.5,NA,2.04,"Solomon Is.","Tulagi","Yes","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
4.3,"SL",7.2,NA,NA,NA,29.4,NA,2.12,"Solomon Is.","Munda","Yes","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
5.2,"SL",7.2,NA,NA,NA,25.9,NA,2.29,"Australia","Townsville","Yes","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
5.8,"SL",6.8,NA,NA,NA,30.6,NA,2.36,"Solomon Is.","Vonavona","Yes","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
7.5,"SL",5.3,NA,NA,NA,30,NA,2.47,"Maldives","Alifushi","No","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
7.6,"SL",7.1,NA,NA,NA,28.4,NA,2.61,"Solomon Is.","Tulagi","Yes","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
7.8,"SL",5.4,NA,NA,NA,31,NA,2.52,"Solomon Is.","Munda","No","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
7.9,"SL",7.1,NA,NA,NA,27.5,NA,2.65,"Australia","Lizard Island","Yes","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
8.3,"FL",4.38,NA,NA,11.3,29.9,4.4,2.48,"Papua New Guinea","Ysabel Passage, New Ireland province","No","No","Spratelloides gracilis","Clupeidae","length-frequencies"
8.5,"SL",4.1,NA,NA,NA,30.5,NA,2.47,"Maldives","Thinadhoo","No","No","Spratelloides gracilis","Clupeidae","annuli on many otoliths"
5.5,"FL",5.4,-0.02,NA,NA,29.9,NA,2.21,"Papua New Guinea","Ysabel Passage","No","No","Spratelloides lewisi","Clupeidae","daily otolith rings"
6,"SL",8.9,NA,NA,NA,30.7,NA,2.51,"Solomon Is.","Vonavona","Yes","No","Spratelloides lewisi","Clupeidae","annuli on many otoliths"
6.8,"SL",5.7,NA,NA,NA,30.2,NA,2.42,"Solomon Is.","Munda","No","No","Spratelloides lewisi","Clupeidae","annuli on many otoliths"
7,"SL",4.3,NA,NA,NA,29.3,NA,2.32,"Solomon Is.","Tulagi","No","No","Spratelloides lewisi","Clupeidae","annuli on many otoliths"
7,"FL",5.44,0,NA,14,29.8,NA,2.43,"Papua New Guinea","Cape Lambert, 1980-81","No","No","Spratelloides lewisi","Clupeidae","daily otolith rings"
13.4,"TL",0.062,NA,NA,NA,NA,NA,1.05,"Argentina","Argentina Coast (47°20`-54°30`S)","No","No","Sprattus fuegensis","Clupeidae","&nbsp"
14,"TL",1.02,NA,NA,NA,NA,NA,2.3,"Argentina","Argentina Coast (50°00'-55°00'S)","No","No","Sprattus fuegensis","Clupeidae","&nbsp"
14.5,"TL",0.783,NA,NA,NA,10,NA,2.22,"Argentina","Santa Cruz","No","No","Sprattus fuegensis","Clupeidae","annuli on many otoliths"
17.7,"TL",0.78,-0.46,NA,NA,11,NA,2.39,"Chile","Chiloé inland sea, southern Chile (41°90'-43°50'S)","No","No","Sprattus fuegensis","Clupeidae","annuli on many otoliths"
20.7,"TL",0.73,NA,NA,NA,10,NA,2.5,"Falkland Is.","","No","No","Sprattus fuegensis","Clupeidae","annuli on many otoliths"
11.9,"TL",0.31,-0.83,"",NA,14.3,NA,1.64,"Russia","Black Sea, Soviet Coast","Yes","No","Sprattus sprattus","Clupeidae","&nbsp"
13,"TL",0.7,NA,"",NA,9,10,2.07,"UK","`North Sea'","No","No","Sprattus sprattus","Clupeidae","&nbsp"
13.2,"NG",0.53,NA,"",NA,9,10,1.97,"UK","North Sea","No","No","Sprattus sprattus","Clupeidae","&nbsp"
13.3,"TL",0.51,-1.46,"",NA,NA,NA,1.96,"Estonia","Northeast Baltic Sea","No","No","Sprattus sprattus","Clupeidae","annuli on many otoliths"
13.4,"TL",0.412,-1.3,"M",NA,NA,NA,1.87,"Turkey","Trabzon coast, Southern Black Sea","No","No","Sprattus sprattus","Clupeidae","annuli on many otoliths"
13.8,"TL",0.42,-1.13,"F",NA,NA,NA,1.9,"Turkey","southern Black Sea","No","No","Sprattus sprattus","Clupeidae","annuli on many otoliths"
14,"TL",0.63,NA,"",NA,9,NA,2.09,"UK Engld Wal","Western England","No","No","Sprattus sprattus","Clupeidae","&nbsp"
14,"TL",0.38,-1.2,"M",NA,NA,NA,1.87,"Turkey","southern Black Sea","No","No","Sprattus sprattus","Clupeidae","annuli on many otoliths"
14.2,"TL",0.368,-2.3,"",NA,19,NA,1.87,"France","Southern waters","No","No","Sprattus sprattus","Clupeidae","&nbsp"
14.4,"TL",0.452,NA,"",NA,14,NA,1.97,"Croatia","Northern Adriatic, West coast of Istrian Peninsula","No","No","Sprattus sprattus","Clupeidae","annuli on many otoliths"
14.4,"TL",0.298,NA,"",0.7,9,12,1.79,"Sweden","Gotland Is., Western Baltic","No","No","Sprattus sprattus","Clupeidae","&nbsp"
